,DATE,OPEN,HIGH,LOW,CLOSE,ADJ CLOSE,VOLUME
24,2024-05-10,5225.490234,5239.660156,5209.680176,5222.680176,5222.680176,3617900000
25,2024-05-13,5233.080078,5237.259766,5211.160156,5221.419922,5221.419922,4255710000
26,2024-05-14,5221.100098,5250.370117,5217.97998,5246.680176,5246.680176,4763580000
27,2024-05-15,5263.259766,5311.759766,5263.259766,5308.149902,5308.149902,4360810000
28,2024-05-16,5310.069824,5325.490234,5296.189941,5297.100098,5297.100098,3817470000
29,2024-05-17,5303.100098,5305.450195,5283.589844,5303.27002,5303.27002,3578120000
30,2024-05-20,5305.350098,5325.319824,5302.399902,5308.129883,5308.129883,3420100000
31,2024-05-21,5298.689941,5324.319824,5297.870117,5321.410156,5321.410156,3662240000
32,2024-05-22,5319.279785,5323.180176,5286.009766,5307.009766,5307.009766,3847130000
33,2024-05-23,5340.259766,5341.879883,5256.930176,5267.839844,5267.839844,3869520000
34,2024-05-24,5281.450195,5311.649902,5278.390137,5304.720215,5304.720215,3005510000
35,2024-05-28,5315.910156,5315.910156,5280.890137,5306.040039,5306.040039,3751540000
36,2024-05-29,5278.72998,5282.27002,5262.700195,5266.950195,5266.950195,3552750000
37,2024-05-30,5259.77002,5260.209961,5222.100098,5235.47998,5235.47998,3818750000
38,2024-05-31,5243.209961,5280.330078,5191.680176,5277.509766,5277.509766,5437160000
39,2024-06-03,5297.149902,5302.109863,5234.319824,5283.399902,5283.399902,4046920000
40,2024-06-04,5278.240234,5298.799805,5257.629883,5291.339844,5291.339844,3707900000
41,2024-06-05,5314.47998,5354.160156,5297.640137,5354.029785,5354.029785,3591460000
42,2024-06-06,5357.799805,5362.350098,5335.359863,5352.959961,5352.959961,3609990000
43,2024-06-07,5343.810059,5375.080078,5331.330078,5346.990234,5346.990234,3692760000
44,2024-06-10,5341.220215,5365.790039,5331.52002,5360.790039,5360.790039,3622280000
45,2024-06-11,5353.0,5375.950195,5327.25,5375.319824,5375.319824,3568030000
46,2024-06-12,5409.129883,5447.25,5409.129883,5421.029785,5421.029785,3962840000
47,2024-06-13,5441.930176,5441.930176,5402.509766,5433.740234,5433.740234,3530380000
48,2024-06-14,5424.080078,5432.390137,5403.75,5431.600098,5431.600098,3438650000
49,2024-06-17,5431.109863,5488.5,5420.399902,5473.22998,5473.22998,3447840000
50,2024-06-18,5476.149902,5490.379883,5471.319824,5487.029785,5487.029785,3544330000
51,2024-06-20,5499.990234,5505.529785,5455.560059,5473.169922,5473.169922,3847060000
52,2024-06-21,5466.77002,5478.310059,5452.029785,5464.620117,5464.620117,6773800000
53,2024-06-24,5459.580078,5490.660156,5447.589844,5447.870117,5447.870117,3696750000
54,2024-06-25,5460.72998,5472.879883,5446.560059,5469.299805,5469.299805,3591960000
55,2024-06-26,5460.709961,5483.140137,5451.870117,5477.899902,5477.899902,3563920000
56,2024-06-27,5473.589844,5490.810059,5467.540039,5482.870117,5482.870117,3589530000
57,2024-06-28,5488.47998,5523.640137,5451.120117,5460.47998,5460.47998,7199220000
58,2024-07-01,5471.080078,5479.549805,5446.529785,5475.089844,5475.089844,3488760000
59,2024-07-02,5461.839844,5509.689941,5458.430176,5509.009766,5509.009766,3329950000
60,2024-07-03,5507.439941,5539.27002,5507.419922,5537.02002,5537.02002,2179470000
61,2024-07-05,5537.910156,5570.330078,5531.629883,5567.189941,5567.189941,3253080000
62,2024-07-08,5572.75,5583.109863,5562.509766,5572.850098,5572.850098,2367962000
